Unknown,Restaurant,Restaurant Type,Area,District,Start Day,Start Month,Start Year,base on District-# of ppl able to work>15 - 19,base on District-# of ppl able to work>20 - 24,base on District-# of ppl able to work>25 - 29,base on District-# of ppl able to work>30 - 34,base on District-# of ppl able to work>35 - 39,base on District-# of ppl able to work>40 - 44,base on District-# of ppl able to work>45 - 49,base on District-# of ppl able to work>50 - 54,base on District-# of ppl able to work>55 - 59,base on District-# of ppl able to work>60 - 64,base on District-# of ppl able to work>65+,base on Area #of worker location>15 - 19,base on Area #of worker location>20 - 24,base on Area #of worker location>25 - 29,base on Area #of worker location>30 - 34,base on Area #of worker location>35 - 39,base on Area #of worker location>40 - 44,base on Area #of worker location>45 - 49,base on Area #of worker location>50 - 54,base on Area #of worker location>55 - 59,base on Area #of worker location>60 - 64,base on Area #of worker location>65+,total Sales,payment type-cash,payment type-visa/master,payment type-others,#of transaction,Restaurant Status,sqf,mthly rent,Restaurant Type.1,Location Type,
1347,1348,5,2,5,22,1,2018,2490,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,14445912.2,13633526.54,808806.0247,3579.643767,30966.99737,1,8350.1875,534662.8906,5,3,
1350,1351,5,2,5,6,4,2018,2739,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,14456837.19,13645553.16,808468.6353,2815.398255,30652.02803,1,9536.1875,835010.3906,5,3,
1357,1358,5,2,5,5,1,2018,2490,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,14466604.87,13645987.67,813055.3257,7561.871195,34934.04961,1,10296.1875,755250.3906,5,3,
1576,1577,5,2,5,28,6,2018,2739,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,1190373.332,438324.4963,747810.687,4238.148654,32668.99369,1,5637,766503.2813,5,1,
1583,1584,5,2,5,31,3,2018,2490,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,1196506.892,436032.4445,751004.7041,9469.743149,36170.41001,1,6740,672135.7813,5,2,
1599,1600,5,2,5,31,5,2018,2490,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,1240580.336,448184.1977,786537.5237,5858.615088,34924.28725,1,9549.1875,795072.8906,5,1,
1709,1710,5,2,5,15,3,2019,2490,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,4025101.497,2761001.482,760866.2584,503233.7562,44878.48993,1,6866,633338.2813,5,3,
1834,1835,5,2,5,19,6,2020,2739,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,1749992.035,821952.2297,531394.6636,396645.1417,43935.87879,1,6343,628440.7813,5,3,
1846,1847,5,2,5,2,6,2020,2739,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,2024512.716,703854.0524,790952.1808,529706.4824,22879.93998,1,9119,609105.7813,5,2,
1920,1921,5,2,5,16,3,2020,2739,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,1294071.783,172494.3566,653324.4076,468253.0191,54271.82256,1,7272.125,639705,5,2,
1922,1923,5,2,5,30,6,2020,2739,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,1292582.5,168155.6423,653923.1086,470503.7487,55290.05975,1,5968.125,368915,5,2,
775,776,5,2,7,9,7,2018,3062,13572,23324,27273,25675,24778,24120,24610,20979,11209,6963,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,14465778.59,13673842.27,782471.5871,9464.733568,35971.151,1,7433.125,728567.5,5,3,
883,884,5,2,7,30,6,2018,3062,13572,23324,27273,25675,24778,24120,24610,20979,11209,6963,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,14794262.27,14006227.93,782645.3636,5388.97814,34799.08699,1,9130.0625,702331.1719,5,2,
884,885,5,2,7,8,7,2018,2739,13572,23324,27273,25675,24778,24120,24610,20979,11209,6963,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,14788163.42,14008264.93,778543.4907,1354.998618,30692.28993,1,12092.0625,750136.1719,5,1,
896,897,5,2,7,30,6,2018,2739,13572,23324,27273,25675,24778,24120,24610,20979,11209,6963,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,10631487.02,9854709.421,770719.3998,6058.195688,35841.80998,1,7272.125,639705,5,2,
944,945,5,2,7,12,11,2018,2739,13572,23324,27273,25675,24778,24120,24610,20979,11209,6963,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,13548781.41,12753728.26,786045.508,9007.641707,33508.84074,0,10362,672908.2813,5,3,
1038,1039,5,2,7,22,4,2018,2739,13572,23324,27273,25675,24778,24120,24610,20979,11209,6963,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,13004892.04,12204359.51,793100.6098,7431.928046,35622.21498,0,6052.125,633510,5,2,
1138,1139,5,2,7,11,5,2018,2739,13572,23324,27273,25675,24778,24120,24610,20979,11209,6963,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,9964012.371,9169493.024,785511.6316,9007.715705,33509.80163,0,11925.0625,1106321.172,5,2,
1236,1237,5,2,7,30,6,2018,2739,13572,23324,27273,25675,24778,24120,24610,20979,11209,6963,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,13439826.14,12623388.74,807426.8378,9010.559178,33549.17012,0,12057.1875,712710.3906,5,2,
1270,1271,5,2,7,2,10,2018,2739,13572,23324,27273,25675,24778,24120,24610,20979,11209,6963,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,13431465.12,12618548.11,806953.4512,5963.559724,33102.87359,0,12584.0625,768443.6719,5,2,
1299,1300,5,2,7,21,11,2018,3062,13572,23324,27273,25675,24778,24120,24610,20979,11209,6963,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,13561847.48,12766539.2,786361.6401,8946.633052,33822.00626,0,5630.125,505567.5,5,2,
1358,1359,5,2,7,28,8,2018,2739,13572,23324,27273,25675,24778,24120,24610,20979,11209,6963,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,14449992.9,13634074.02,809683.9307,6234.952301,31786.56584,0,9517.1875,792847.8906,5,1,
1627,1628,5,2,7,31,5,2019,3062,13572,23324,27273,25675,24778,24120,24610,20979,11209,6963,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,4370154,3076103,783300,510751,46982,0,8395.0625,802243.6719,5,1,
1667,1668,5,2,7,27,8,2019,3062,13572,23324,27273,25675,24778,24120,24610,20979,11209,6963,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,4373166,3085809,779853,507504,43535,0,4885.125,375325,5,1,
1681,1682,5,2,7,10,8,2019,3062,13572,23324,27273,25675,24778,24120,24610,20979,11209,6963,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,4017054.78,2755693.22,761429.2303,499932.3298,45470.69374,0,8593.125,636142.5,5,3,
1682,1683,5,2,7,29,4,2019,2739,13572,23324,27273,25675,24778,24120,24610,20979,11209,6963,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,4015634.286,2752327.615,760786.645,502520.0264,44794.74205,0,8425.125,909557.5,5,2,
1711,1712,5,2,7,20,3,2019,3062,13572,23324,27273,25675,24778,24120,24610,20979,11209,6963,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,4020313.229,2756792.308,762309.6547,501211.2668,46396.83726,0,6740,672135.7813,5,1,
1838,1839,5,2,7,10,8,2020,2739,13572,23324,27273,25675,24778,24120,24610,20979,11209,6963,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,1750186.853,821878.4483,532508.1458,395800.2586,46428.83195,0,6087,670935.7813,5,2,
1862,1863,5,2,7,30,6,2020,2739,13572,23324,27273,25675,24778,24120,24610,20979,11209,6963,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,1101480.618,917936.287,151370.7789,32173.5523,20859.52287,0,9536.1875,835010.3906,5,2,
701,702,5,2,10,4,4,2018,3595,21808,35885,41212,39462,36801,36029,38640,33573,19023,9549,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,15037984,14250176,782692,5116,34366,0,10957.1875,767527.8906,5,3,
780,781,5,2,10,30,6,2018,2739,21808,35885,41212,39462,36801,36029,38640,33573,19023,9549,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,14435599.21,13651114.02,778252.3089,6232.884459,31733.00463,0,5422.125,584145,5,3,
783,784,5,2,10,14,6,2018,3595,21808,35885,41212,39462,36801,36029,38640,33573,19023,9549,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,14478894.75,13693002.31,779485.5556,6406.877916,32971.76618,0,6705.125,634710,5,1,
887,888,5,2,10,4,2,2018,3595,21808,35885,41212,39462,36801,36029,38640,33573,19023,9549,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,14821710.22,14038561.49,778332.7533,4815.982544,30481.29967,0,7420.125,684300,5,3,
998,999,5,2,10,31,1,2018,2739,21808,35885,41212,39462,36801,36029,38640,33573,19023,9549,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,14433820.44,13628704.57,797552.4628,7563.404411,35163.24554,0,9571.0625,872436.1719,5,1,
1018,1019,5,2,10,5,2,2018,2739,21808,35885,41212,39462,36801,36029,38640,33573,19023,9549,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,14441550.66,13636270.59,798369.8899,6910.172401,35954.61897,0,4852.125,595215,5,1,
1065,1066,5,2,10,27,2,2018,3595,21808,35885,41212,39462,36801,36029,38640,33573,19023,9549,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,12974922.48,12183853.72,788757.6764,2311.089823,31367.46219,0,4554,589665.7813,5,3,
1207,1208,5,2,10,27,2,2018,3595,21808,35885,41212,39462,36801,36029,38640,33573,19023,9549,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,11633260.97,10830373.79,796768.1139,6119.069588,32640.2959,0,10885.1875,843637.8906,5,1,
1215,1216,5,2,10,7,10,2018,3595,21808,35885,41212,39462,36801,36029,38640,33573,19023,9549,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,11626762.59,10825524.42,795636.2683,5601.896478,31548.30789,0,9549.1875,795072.8906,5,2,
1256,1257,5,2,10,6,8,2018,2739,21808,35885,41212,39462,36801,36029,38640,33573,19023,9549,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,13437420.02,12624820.29,806480.0875,6119.642396,32656.59451,0,9102.0625,925841.1719,5,1,
1371,1372,5,2,10,23,1,2018,3595,21808,35885,41212,39462,36801,36029,38640,33573,19023,9549,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,11040108.58,10259038.06,776684.6681,4385.857877,33587.60942,0,8395.0625,802243.6719,5,3,
1612,1613,5,2,10,29,5,2018,2739,21808,35885,41212,39462,36801,36029,38640,33573,19023,9549,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,1244054.81,455293.006,783160.2415,5601.562431,31537.41285,0,8887.1875,743482.8906,5,2,
1614,1615,5,2,10,8,7,2018,2739,21808,35885,41212,39462,36801,36029,38640,33573,19023,9549,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,1245798.667,448457.9156,787865.148,9475.603878,36255.91316,0,9517.1875,792847.8906,5,1,
1654,1655,5,2,10,9,10,2019,2739,21808,35885,41212,39462,36801,36029,38640,33573,19023,9549,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,4386056,3091066,782194,512796,45876,0,12584.0625,768443.6719,5,1,
1665,1666,5,2,10,12,3,2019,3595,21808,35885,41212,39462,36801,36029,38640,33573,19023,9549,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,4392596,3102969,780762,508865,44444,0,5803.125,642405,5,2,
1710,1711,5,2,10,24,3,2019,2739,21808,35885,41212,39462,36801,36029,38640,33573,19023,9549,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,4007170.826,2747899.027,759431.2396,499840.5593,43368.96148,0,6087,670935.7813,5,1,
1742,1743,5,2,10,15,7,2019,2739,21808,35885,41212,39462,36801,36029,38640,33573,19023,9549,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,2362947.845,1258412.166,649072.2574,455463.4222,47634.34996,0,9517.1875,792847.8906,5,3,
1132,1133,5,2,9,10,11,2018,2739,15234,23223,25025,24401,24369,24392,27059,23745,12812,5819,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,15652656.32,14839382.18,803920.1151,9354.023531,35302.93104,0,8922.0625,780908.6719,5,2,
1306,1307,5,2,9,23,12,2018,2739,15234,23223,25025,24401,24369,24392,27059,23745,12812,5819,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,13534311.36,12737876.06,786859.5751,9575.725133,34315.27004,0,4887,632640.7813,5,3,
702,703,5,4,15,21,7,2018,2739,10590,17238,19400,19465,17622,17301,18667,14871,8365,4363,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,15090754,14302139,781750,6865,33424,0,10037.1875,776742.8906,5,3,
1035,1036,5,4,15,10,12,2018,2704,10590,17238,19400,19465,17622,17301,18667,14871,8365,4363,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,14444643.89,13637606.87,797683.8725,9353.147198,35290.46422,0,7142.125,621690,5,2,
1050,1051,5,4,15,3,4,2018,2739,10590,17238,19400,19465,17622,17301,18667,14871,8365,4363,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,12979560.59,12184122.54,791051.72,4386.323458,33614.89811,0,4887,632640.7813,5,2,
1302,1303,5,4,15,16,11,2018,2739,10590,17238,19400,19465,17622,17301,18667,14871,8365,4363,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,13530593.49,12744407.42,783875.0281,2311.04229,31358.74567,0,9084.125,571680,5,3,
927,928,5,4,16,3,7,2018,2026,9412,17739,18951,19591,19569,18056,18897,16624,8667,4292,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,10624082.31,9851123.038,766727.1263,6232.148819,31713.93334,0,6119,673160.7813,5,2,
960,961,5,4,16,6,7,2018,2739,9412,17739,18951,19591,19569,18056,18897,16624,8667,4292,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,13556372.36,12761994.56,786836.3465,7541.449924,34292.25765,0,10737.1875,799042.8906,5,2,
984,985,5,4,16,19,7,2018,2739,9412,17739,18951,19591,19569,18056,18897,16624,8667,4292,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,13545327.77,12752945.98,784612.3206,7769.477504,32089.10951,0,9757.0625,885648.6719,5,2,
999,1000,5,4,16,26,3,2018,2026,9412,17739,18951,19591,19569,18056,18897,16624,8667,4292,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,14444508.62,13641629.65,795376.5874,7502.381863,33056.73779,0,10933.0625,925331.1719,5,2,
1257,1258,5,4,16,22,2,2018,2026,9412,17739,18951,19591,19569,18056,18897,16624,8667,4292,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,13427421.9,12619160.91,804681.4275,3579.562148,30960.89133,0,8019.0625,749003.6719,5,1,
1318,1319,5,4,16,14,1,2018,2739,9412,17739,18951,19591,19569,18056,18897,16624,8667,4292,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,13562215.13,12774401.59,782997.3557,4816.183584,30489.32321,0,6106,713098.2813,5,2,
1326,1327,5,4,16,10,4,2018,2739,9412,17739,18951,19591,19569,18056,18897,16624,8667,4292,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,14459024.87,13638434.16,811579.6274,9011.076352,33556.33975,0,6087,670935.7813,5,2,
1638,1639,5,4,16,14,10,2019,2739,9412,17739,18951,19591,19569,18056,18897,16624,8667,4292,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,4365395,3075582,779135,510678,42817,0,9571.0625,872436.1719,5,1,
1750,1751,5,4,16,30,6,2019,2739,9412,17739,18951,19591,19569,18056,18897,16624,8667,4292,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,2357818.368,1261603.502,645815.1254,450399.7407,42829.24814,0,12549.1875,731017.8906,5,3,
1873,1874,5,4,16,30,6,2020,2026,9412,17739,18951,19591,19569,18056,18897,16624,8667,4292,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,1499849.146,174886.2076,791936.4557,533026.4831,55979.66581,0,12058.1875,795480.3906,5,2,
1894,1895,5,4,16,18,5,2020,2739,9412,17739,18951,19591,19569,18056,18897,16624,8667,4292,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,1702091.119,584597.3534,651656.4253,465837.34,19995.83705,0,9571.0625,872436.1719,5,2,
1898,1899,5,4,16,28,12,2020,2739,9412,17739,18951,19591,19569,18056,18897,16624,8667,4292,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,1674167.829,555266.0881,652924.6448,465977.0957,22155.70193,0,9808.0625,787778.6719,5,3,
819,820,5,4,17,28,4,2018,4261,21472,35257,41318,40057,42088,44300,43891,33726,18357,10475,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,15397287.26,14605016.99,783324.1057,8946.156857,33815.23999,0,5665,542993.2813,5,3,
828,829,5,4,17,18,12,2018,2739,21472,35257,41318,40057,42088,44300,43891,33726,18357,10475,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,15397824.33,14605877.91,784387.301,7559.111991,34875.38259,1,10635.1875,765577.8906,5,2,
846,847,5,4,17,10,7,2018,2739,21472,35257,41318,40057,42088,44300,43891,33726,18357,10475,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,14796910.84,14006556.92,781346.9897,9006.938926,33499.15399,1,9517.1875,792847.8906,5,1,
936,937,5,4,17,18,12,2018,2739,21472,35257,41318,40057,42088,44300,43891,33726,18357,10475,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,10639299.72,9868968.256,765515.9684,4815.491839,30461.64272,1,5637,766503.2813,5,3,
951,952,5,4,17,9,4,2018,4261,21472,35257,41318,40057,42088,44300,43891,33726,18357,10475,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,13556854.5,12763782.24,785570.8069,7501.445162,33038.59516,1,10885.1875,843637.8906,5,1,
1025,1026,5,4,17,13,4,2018,4261,21472,35257,41318,40057,42088,44300,43891,33726,18357,10475,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,14446060.15,13648333.82,793108.8111,4617.523662,30861.31084,1,5803.125,642405,5,2,
1117,1118,5,4,17,30,11,2018,4261,21472,35257,41318,40057,42088,44300,43891,33726,18357,10475,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,15626343.91,14820750.9,799990.9214,5602.084957,31554.31352,1,10992.0625,804953.6719,5,1,
1121,1122,5,4,17,30,6,2018,4261,21472,35257,41318,40057,42088,44300,43891,33726,18357,10475,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,15630154.89,14823702.72,800217.8269,6234.343581,31770.78499,1,9303.0625,839168.6719,5,2,
1126,1127,5,4,17,17,3,2018,2739,21472,35257,41318,40057,42088,44300,43891,33726,18357,10475,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,15641041.54,14832214.74,803436.7988,5390.004388,34841.8193,1,9571.0625,872436.1719,5,2,
1165,1166,5,4,17,4,12,2018,4261,21472,35257,41318,40057,42088,44300,43891,33726,18357,10475,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,9969037.26,9171566.986,788004.4835,9465.790197,35986.29179,1,6831.125,595912.5,5,3,
1175,1176,5,4,17,4,5,2018,4261,21472,35257,41318,40057,42088,44300,43891,33726,18357,10475,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,9961646.044,9169435.781,786821.0067,5389.256567,34810.57153,1,7455,721725.7813,5,1,
1253,1254,5,4,17,26,5,2018,4261,21472,35257,41318,40057,42088,44300,43891,33726,18357,10475,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,13446257.07,12632162.03,808708.7655,5386.272464,34757.76763,1,10286.0625,611223.6719,5,1,
1271,1272,5,4,17,21,8,2018,4261,21472,35257,41318,40057,42088,44300,43891,33726,18357,10475,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,13446728.34,12633451.19,806868.3539,6408.80121,33022.64241,1,7420.125,684300,5,3,
1297,1298,5,4,17,20,12,2018,4261,21472,35257,41318,40057,42088,44300,43891,33726,18357,10475,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,13547920.54,12756655.64,785146.6068,6118.296218,32618.37856,1,8593.125,636142.5,5,1,
1355,1356,5,4,17,8,1,2018,4261,21472,35257,41318,40057,42088,44300,43891,33726,18357,10475,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,14451438.66,13629413.16,812445.8911,9579.606615,34365.08166,1,10607.1875,781027.8906,5,3,
1609,1610,5,4,17,28,4,2018,4261,21472,35257,41318,40057,42088,44300,43891,33726,18357,10475,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,1240239.146,454936.5415,782991.5084,2311.096014,31368.22932,1,7984.1875,711577.8906,5,3,
1646,1647,5,4,17,4,12,2019,2739,21472,35257,41318,40057,42088,44300,43891,33726,18357,10475,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,4409122,3109971,784485,514666,48167,1,9552.0625,830273.6719,5,1,
1653,1654,5,4,17,16,10,2019,4261,21472,35257,41318,40057,42088,44300,43891,33726,18357,10475,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,4377129,3090507,779776,506846,43458,1,9928.0625,758086.1719,5,2,
1749,1750,5,4,17,30,6,2019,4261,21472,35257,41318,40057,42088,44300,43891,33726,18357,10475,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,2358084.79,1260385.921,647384.4979,450314.3708,45144.08059,1,9893.1875,720660.3906,5,2,
1900,1901,5,4,17,24,5,2020,2739,21472,35257,41318,40057,42088,44300,43891,33726,18357,10475,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,1700254.192,576572.7867,653390.513,470290.8921,22950.44054,1,8922.0625,780908.6719,5,2,
1914,1915,5,4,17,3,6,2020,2739,21472,35257,41318,40057,42088,44300,43891,33726,18357,10475,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,937907.8353,754948.1451,146185.6254,36774.06483,20616.97852,1,4852.125,595215,5,3,
847,848,5,4,18,6,8,2018,3100,15088,27298,32823,31829,30003,28606,29931,25511,13604,7539,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,14793277.11,14003504.11,783714.0232,6058.972367,35869.02994,1,10170.1875,794047.8906,5,3,
1024,1025,5,4,18,17,11,2018,2739,15088,27298,32823,31829,30003,28606,29931,25511,13604,7539,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,14424008.34,13623736.55,794037.8326,6233.954247,31760.68637,1,7272.125,639705,5,2,
1030,1031,5,4,18,26,1,2018,2739,15088,27298,32823,31829,30003,28606,29931,25511,13604,7539,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,14426909.59,13632595.74,792958.8034,1355.045115,30716.0924,1,6071.125,675672.5,5,3,
1053,1054,5,4,18,23,1,2018,3100,15088,27298,32823,31829,30003,28606,29931,25511,13604,7539,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,12993743.98,12201402.86,787919.794,4421.328627,30546.61415,1,7527,645615.7813,5,2,
1162,1163,5,4,18,27,9,2018,2739,15088,27298,32823,31829,30003,28606,29931,25511,13604,7539,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,9958285.338,9172874.515,782595.7521,2815.070086,30613.19058,1,6308.125,591015,5,3,
1338,1339,5,4,18,19,1,2018,2739,15088,27298,32823,31829,30003,28606,29931,25511,13604,7539,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,14472185.65,13647098.84,814283.9498,10802.85718,36081.11433,1,8317.1875,754552.8906,5,1,
1770,1771,5,4,18,11,4,2020,2739,15088,27298,32823,31829,30003,28606,29931,25511,13604,7539,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,1943105,650610,780784,511711,21490,1,9808.0625,787778.6719,5,3,
1892,1893,5,4,18,23,4,2020,2739,15088,27298,32823,31829,30003,28606,29931,25511,13604,7539,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,1689558.628,567068.8895,653968.0995,468521.6388,23936.792,1,9547.0625,597983.6719,5,3,
1897,1898,5,4,18,27,4,2020,3100,15088,27298,32823,31829,30003,28606,29931,25511,13604,7539,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,1677978.121,561383.4863,651375.1264,465219.5081,19517.47485,1,8019.0625,749003.6719,5,1,
703,704,5,3,14,13,4,2018,5239,23811,34052,39449,39503,36771,32908,34818,29743,16807,8575,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,15070657,14281570,783229,5858,34903,1,9549.1875,795072.8906,5,2,
704,705,5,3,14,16,2,2018,2739,23811,34052,39449,39503,36771,32908,34818,29743,16807,8575,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,15060396,14269272,784453,6671,36127,1,10737.1875,799042.8906,5,2,
853,854,5,3,14,3,12,2018,5239,23811,34052,39449,39503,36771,32908,34818,29743,16807,8575,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,14810488.85,14022110.32,780877.5768,7500.957645,33029.17759,1,9893.1875,720660.3906,5,1,
881,882,5,3,14,4,2,2018,5239,23811,34052,39449,39503,36771,32908,34818,29743,16807,8575,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,14825711.76,14038482.15,780822.645,6406.969101,32974.18033,1,12093.0625,832906.1719,5,2,
938,939,5,3,14,30,6,2018,2739,23811,34052,39449,39503,36771,32908,34818,29743,16807,8575,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,10639253.74,9859774.298,770130.3601,9349.084223,35232.76057,1,6343,628440.7813,5,3,
948,949,5,3,14,15,1,2018,2739,23811,34052,39449,39503,36771,32908,34818,29743,16807,8575,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,13555509.11,12762188.29,787462.5557,5858.271574,34912.59455,1,8627,590798.2813,5,2,
950,951,5,3,14,9,7,2018,2739,23811,34052,39449,39503,36771,32908,34818,29743,16807,8575,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,13546235.88,12750978.57,787694.859,7562.452427,35142.72099,1,9119,609105.7813,5,2,
959,960,5,3,14,8,7,2018,5239,23811,34052,39449,39503,36771,32908,34818,29743,16807,8575,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,13537467.71,12748766.66,785485.9663,3215.081836,32954.55155,1,9549.1875,795072.8906,5,3,
1019,1020,5,3,14,12,11,2018,5239,23811,34052,39449,39503,36771,32908,34818,29743,16807,8575,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,14447139.33,13639248.44,798423.692,9467.19986,36006.71039,1,4895.125,605480,5,3,
